Nome,Saldo
Dirk Witting,295.0
Dirk Wuckert,112.0
Dirk Wyman,-121.0
Dirk Zemlak,540.0
Divina Boehm,128.0
Divina Boyle,473.0
Divina Daniel,428.0
Divina Herman DVM,765.0
Divina Mayer,621.0
Divina Weissnat,764.0
Divina Zulauf DDS,584.0
Dixie Beatty,618.0
Dixie Bergnaum,445.0
Dixie Bins,543.0
Dixie Boyer,854.0
Dixie Cassin,860.0
Dixie Hintz,-40.0
Dixie Kris,12.0
Dixie Kuphal,177.0
Dixie Kuvalis,-57.0
Dixie Larson II,171.0
Dixie Mosciski LLD,96.0
Dixie Murray,607.0
Dixie Nader,718.0
Dixie Rohan,713.0
Dixie Schaefer,296.0
Dodie Adams,104.0
Dodie Fay,220.0
Dodie Ferry PhD,404.0
Dodie Funk,886.0
Dodie Herzog,337.0
Dodie Kuhn,-69.0
Dodie Mills,360.0
Dodie O'Reilly,601.0
Dodie Rippin,281.0
Dodie Robel,346.0
Dollie Barrows,71.0
Dollie Dicki,485.0
Dollie Effertz,223.0
Dollie Farrell,-62.0
Dollie Glover,676.0
Dollie Hahn,-14.0
Dollie Halvorson,106.0
Dollie King MD,658.0
Dollie Mante DO,699.0
Dollie Moen,621.0
Dollie Purdy,-37.0
Dollie Schmidt,400.0
Dollie Treutel,483.0
Dollie Weber LLD,882.0
Dollie Wiegand V,-14.0
Dollie Yost,335.0
Dolly Adams,527.0
Dolly Bogan,-38.0
Dolly Bradtke,-2.0
Dolly Collier,154.0
Dolly Fisher,133.0
Dolly Harris,61.0
Dolly Littel,836.0
Dolly Murray,853.0
Dolly Rath,376.0
Dolly Rice,158.0
Dolly Schinner,860.0
Dolly Welch,61.0
Dolores Bahringer PhD,48.0
Dolores Bartell,598.0
Dolores Blick,249.0
Dolores Douglas,71.0
Dolores Gusikowski IV,429.0
Dolores Hand,407.0
Dolores Huels,504.0
Dolores Langworth,823.0
Dolores Orn,591.0
Dolores Pfannerstill DO,774.0
Dolores Quigley MD,410.0
Dolores Reinger,337.0
Dolores Rice CPA,489.0
Dolores Robel,48.0
Dolores Terry DO,53.0
Dolores Wisoky,-48.0
Doloris Huel,133.0
Doloris Jacobson,215.0
Doloris Weimann,75.0
Doloris Weissnat,68.0
Domenic Auer,-45.0
Domenic Batz,433.0
Domenic Berge III,503.0
Domenic Braun,281.0
Domenic Braun,32.0
Domenic Bruen,697.0
Domenic Casper,-181.0
Domenic Cormier LLD,239.0
Domenic Cronin Esq.,324.0
Domenic Denesik II,794.0
Domenic Douglas DO,403.0
Domenic Feeney,574.0
Domenic Friesen,640.0
Domenic Goyette,931.0
Domenic Grant,389.0
Domenic Herzog,53.0
Domenic Hickle,417.0
Domenic King,595.0
Domenic Koch,151.0
Domenic Kunde,462.0
Domenic Lakin,431.0
Domenic Marks,491.0
Domenic Ortiz,106.0
Domenic Parisian,-93.0
Domenic Paucek,298.0
Domenic Pouros,717.0
Domenic Quitzon LLD,226.0
Domenic Rath VM,439.0
Domenic Runolfsson,493.0
Domenic Runte LLD,293.0
Domenic Schowalter,325.0
Domenic Schultz,510.0
Domenic Schultz,81.0
Domenic Senger PhD,819.0
Domenic Shanahan V,19.0
Domenic Sipes,-125.0
Domenic Sipes,828.0
Domenic Strosin,547.0
Domenic Strosin LLD,-23.0
Domenic Veum,306.0
Domenic Veum MD,386.0
Domenic Walker,825.0
Domenic Zemlak,262.0
Domenic Zulauf,122.0
Domenica Gibson MD,165.0
Domenica Gleichner,-11.0
Domenica Kihn,-45.0
Domenica Kunze,343.0
Domenica Leuschke,371.0
Domenica Prosacco Ret.,407.0
Domenica Stokes III,126.0
Dominga Dach,-28.0
Dominga Emmerich,743.0
Dominga Gleichner,896.0
Dominga Stokes MD,54.0
Domingo Aufderhar,626.0
Domingo Aufderhar,40.0
Domingo Bailey,260.0
Domingo Block,756.0
Domingo Carroll,111.0
Domingo Cole,701.0
Domingo Cormier,620.0
Domingo Corwin Esq.,656.0
Domingo Cruickshank III,235.0
Domingo Dach,-108.0
Domingo Dach,157.0
Domingo Daniel,12.0
Domingo Fisher,751.0
Domingo Friesen,53.0
Domingo Hartmann,779.0
Domingo Heller,365.0
Domingo Herman,911.0
Domingo Howe,510.0
Domingo Jakubowski,387.0
Domingo Johns,951.0
Domingo Kessler,540.0
Domingo Konopelski DVM,550.0
Domingo Koss,867.0
Domingo Kutch,935.0
Domingo Langosh,-116.0
Domingo Morar,277.0
Domingo Rodriguez,485.0
Domingo Roob,-6.0
Domingo Rosenbaum,832.0
Domingo Swift III,300.0
Domingo Watsica,481.0
Domingo Wisoky,128.0
Dominic Aufderhar,13.0
Dominic Bergstrom DVM,153.0
Dominic Bernhard,413.0
Dominic Breitenberg,211.0
Dominic Brown,433.0
Dominic Davis,807.0
Dominic Dickinson,727.0
Dominic Feeney,127.0
Dominic Greenholt,220.0
Dominic Grimes,514.0
Dominic Gutkowski,510.0
Dominic Hartmann III,269.0
Dominic Hayes,2.0
Dominic Hermiston,-53.0
Dominic Lakin,892.0
Dominic Larkin,387.0
Dominic Murphy,422.0
Dominic Murray IV,935.0
Dominic Nienow,761.0
Dominic O'Kon,409.0
Dominic Oberbrunner,459.0
Dominic Ondricka,815.0
Dominic Pacocha,498.0
Dominic Pfeffer,509.0
Dominic Pouros VM,260.0
Dominic Price,524.0
Dominic Robel CPA,668.0
Dominic Rodriguez Jr.,116.0
Dominic Schowalter Esq.,339.0
Dominic Stokes,448.0
Dominic Stoltenberg,523.0
Dominic Terry,641.0
Dominic Terry PhD,436.0
Dominic Von LLD,773.0
Dominic Yundt,641.0
Dominica Crona,204.0
Dominica Fahey Jr.,-166.0
Dominica Feest,766.0
Dominica Hirthe,707.0
Dominica Moen,792.0
Dominica Olson,259.0
Dominica Tremblay VM,342.0
Dominica Waelchi MD,471.0
Dominick Batz,273.0
Dominick Bauch,-25.0
Dominick Bayer,682.0
Dominick Becker DO,832.0
Dominick Botsford,726.0
Dominick Champlin Ret.,587.0
Dominick Corkery,385.0
Dominick Crist,144.0
Dominick Cummerata,790.0
Dominick Dicki,433.0
Dominick Farrell LLD,34.0
Dominick Gorczany,718.0
Dominick Haley,-95.0
Dominick Heathcote,426.0
Dominick Hilpert MD,569.0
Dominick Jacobi LLD,590.0
Dominick Jacobs LLD,510.0
Dominick Jenkins LLD,713.0
Dominick Johns,-30.0
Dominick Johnson,77.0
Dominick King,761.0
Dominick Koss JD,590.0
Dominick Mitchell,983.0
Dominick Morar,503.0
Dominick Nikolaus,485.0
Dominick Paucek,63.0
Dominick Rolfson,341.0
Dominick Runolfsson,632.0
Dominick Sawayn,380.0
Dominick Schaden,57.0
Dominick Schuster Sr.,611.0
Dominick Simonis,612.0
Dominick Sipes PhD,740.0
Dominick Spencer,567.0
Dominick Spencer,528.0
Dominick Spinka,913.0
Dominick Swift,548.0
Dominick Tromp,902.0
Dominick West,388.0
Dominique Adams,292.0
Dominique Auer,74.0
Dominique Connelly Sr.,202.0
Dominique Cremin,694.0
Dominique Cruickshank Sr.,-111.0
Dominique Dicki,9.0
Dominique Dooley,-39.0
Dominique Ebert,5.0
Dominique Effertz DC,-53.0
Dominique Emard,255.0
Dominique Flatley,756.0
Dominique Funk PhD,-64.0
Dominique Gerlach,114.0
Dominique Hansen DO,47.0
Dominique Heathcote,832.0
Dominique Homenick,611.0
Dominique Huels,106.0
Dominique Kassulke,365.0
Dominique Kertzmann IV,711.0
Dominique Koepp,75.0
Dominique Lang,535.0
Dominique Little Ret.,411.0
Dominique Lynch,-39.0
Dominique Mante,595.0
Dominique Marvin MD,812.0
Dominique Mitchell,326.0
Dominique Powlowski,591.0
Dominique Prosacco,136.0
Dominique Purdy,648.0
Dominique Reichel PhD,632.0
Dominique Rippin,755.0
Dominique Rosenbaum,97.0
Dominique Satterfield,630.0
Dominique Schinner,919.0
Dominique Schowalter,225.0
Dominique Schuppe,599.0
Dominique Senger,516.0
Dominique Spencer,741.0
Dominique Stanton,816.0
Dominique Stiedemann,553.0
Dominique Tillman DVM,299.0
Dominique Veum,-44.0
Dominique Wehner DO,6.0
Dominique West,763.0
Dominique Wolff,514.0
Dominique Wolff,312.0
Dominique Wyman,550.0
Dominque Bergstrom,-34.0
Dominque Dickens,537.0
Dominque Erdman,444.0
Dominque Fisher,63.0
Dominque Hettinger,583.0
Dominque Hirthe,719.0
Dominque Kulas,823.0
Dominque Maggio,585.0
Dominque Padberg VM,434.0
Dominque Paucek,405.0
Dominque Schneider,88.0
Dominque Walter,661.0
Domitila Baumbach,867.0
Domitila Becker,71.0
Domitila Botsford,-126.0
Domitila Kulas,202.0
Domitila Mann,842.0
Domitila Nikolaus,652.0
Domitila Senger,891.0
Domitila Walker,40.0
Domonique Bogan,847.0
Domonique Bradtke IV,-76.0
Domonique Fritsch,514.0
Domonique Gibson,-137.0
Domonique Goodwin,-7.0
Domonique Gutkowski,846.0
Domonique Ledner Esq.,713.0
Domonique Runte,-43.0
Domonique Russel,689.0
Domonique Toy,320.0
Domonique Zemlak,422.0
Don Beatty,862.0
Don Bins,810.0
Don Carter VM,376.0
Don Crist IV,801.0
Don D'Amore,0.0
Don Dicki,897.0
Don Dickinson,574.0
Don Gusikowski,707.0
Don Hoppe,668.0
Don Koepp,49.0
Don Langosh,650.0
Don Pagac MD,615.0
Don Parker,350.0
Don Pollich Jr.,800.0
Don Rice Sr.,178.0
Don Schaden,683.0
Don Simonis,90.0
Don Streich,789.0
Don Torphy,684.0
Don Wolff,841.0
Don Zulauf,620.0
Dona Bosco,64.0
Dona Ebert Jr.,553.0
Dona Feil DC,203.0
Dona Kautzer MD,603.0
Dona Lindgren,-91.0
Dona Osinski,857.0
Dona Schaefer,863.0
Dona Willms,554.0
Donald Abernathy,843.0
Donald Bahringer,501.0
Donald Barton,470.0
Donald Bogisich,749.0
Donald Botsford,293.0
Donald Casper,145.0
Donald Corkery,680.0
Donald Crist,282.0
Donald Denesik,351.0
Donald Farrell,850.0
Donald Feeney III,501.0
Donald Funk,124.0
Donald Gislason,-25.0
Donald Glover,373.0
Donald Huels,100.0
Donald Jerde,377.0
Donald Johnston DVM,877.0
Donald Keeling,211.0
Donald Kerluke,237.0
Donald Klein DVM,578.0
Donald Koss,30.0
Donald Kub,791.0
Donald Kunze,46.0
Donald Lehner,85.0
Donald Macejkovic,171.0
Donald Marquardt,74.0
Donald McDermott,139.0
Donald Morissette,612.0
Donald Mosciski,474.0
Donald O'Kon Esq.,565.0
Donald Oberbrunner,16.0
Donald Ondricka,154.0
Donald Ondricka III,847.0
Donald Orn DC,499.0
Donald Purdy DO,326.0
Donald Quitzon II,562.0
Donald Ritchie,484.0
Donald Rolfson,276.0
Donald Schaefer,532.0
Donald Schiller,481.0
Donald Schimmel,545.0
Donald Schinner,42.0
Donald Schroeder,608.0
Donald Schultz,385.0
Donald Senger DO,120.0
Donald Simonis,592.0
Donald Torphy,437.0
Donald Turner,35.0
Donald Williamson,725.0
Donald Willms,148.0
Donald Wintheiser,17.0
Donald Ziemann V,209.0
Donald Zieme,531.0
Donella Daugherty DC,758.0
Donella Huels,4.0
Donella Kertzmann,632.0
Donella Kling,385.0
Donella Legros,137.0
Donella Paucek DVM,400.0
Donella Turner,818.0
Donetta Carroll,763.0
Donetta Cassin,213.0
Donetta Collins Esq.,428.0
Donetta Gerhold I,596.0
Donetta Gottlieb,459.0
Donetta Koepp,136.0
Donetta Mosciski,289.0
Donetta Rice MD,315.0
Donetta Smitham,830.0
Donetta Zulauf Jr.,-164.0
Donette Buckridge,610.0
Donette Emmerich,465.0
Donette Fay,284.0
Donette Fay JD,541.0
Donette Kertzmann,589.0
Donette King,554.0
Donette Kuvalis CPA,-130.0
Donette Larkin,480.0
Donette Steuber,743.0
Donette Torphy DVM,496.0
Donette Willms,-124.0
Donette Wisoky,137.0
Dong Anderson,287.0
Dong Ankunding,649.0
Dong Bartoletti,771.0
Dong Bogan,558.0
Dong Brekke,494.0
Dong Cartwright,-130.0
Dong Cartwright,245.0
Dong Connelly,388.0
Dong Crist,242.0
Dong Davis,963.0
Dong Davis,408.0
Dong Denesik,714.0
Dong Dicki,954.0
Dong Dooley,24.0
Dong Dooley,410.0
Dong Doyle,135.0
Dong Emard,886.0
Dong Feest,450.0
Dong Gibson,646.0
Dong Goyette,259.0
Dong Gulgowski,715.0
Dong Hackett,366.0
Dong Hermiston,69.0
Dong Herzog,262.0
Dong Hirthe,395.0
Dong Hodkiewicz,162.0
Dong Johnston,485.0
Dong Kihn,33.0
Dong Klein V,588.0
Dong Kovacek DDS,196.0
Dong Lemke,-5.0
Dong Littel,72.0
Dong Maggio,441.0
Dong Marks,63.0
Dong McKenzie,524.0
Dong McKenzie JD,833.0
Dong Metz DVM,163.0
Dong Moore Sr.,815.0
Dong Muller,476.0
Dong O'Keefe,770.0
Dong Orn,70.0
Dong Powlowski,483.0
Dong Quigley,145.0
Dong Rath,101.0
Dong Raynor III,824.0
Dong Schuster V,228.0
Dong Sipes,849.0
Dong Stanton,434.0
Dong Terry,52.0
Dong Waelchi Sr.,467.0
Dong Williamson,636.0
Dong Wisoky,351.0
Dong Yost,619.0
Dong Yost,749.0
Dong Ziemann,178.0
Donita Abshire,640.0
Donita Bergstrom,249.0
Donita Dach,-38.0
Donita Friesen,683.0
Donita Kuhic,477.0
Donita Luettgen,506.0
Donita Nolan,556.0
Donita Rohan,632.0
Donita Schulist,40.0
Donita Schuster,851.0
Donita Waelchi,582.0
Donn Anderson,-64.0
Donn Beer,348.0
Donn Bernier,501.0
Donn Bosco,851.0
Donn Conn,715.0
Donn Dare V,140.0
Donn Fritsch Esq.,-47.0
Donn Gerhold,328.0
Donn Gleason,339.0
Donn Hettinger LLD,678.0
Donn Kuhn,676.0
Donn Kuphal,117.0
Donn Lind PhD,-21.0
Donn Mayer,-6.0
Donn Olson Jr.,181.0
Donn Reichert,308.0
Donn Reilly PhD,257.0
Donn Rosenbaum PhD,-133.0
Donn Sauer,383.0
Donn Schaden,1.0
Donn Schaefer,519.0
Donn Schinner,899.0
Donn Schinner,767.0
Donn Simonis,314.0
Donn Stoltenberg,34.0
Donn Swift,421.0
Donn Towne,687.0
Donn Willms,648.0
Donn Willms,118.0
Donn Windler,-94.0
Donn Witting LLD,947.0
Donn Wunsch,290.0
Donna Bahringer,334.0
Donna Douglas,814.0
Donna Gutmann,38.0
Donna Herman,306.0
Donna Hirthe DDS,561.0
Donna Kshlerin,750.0
Donna Mante,667.0
Donna McKenzie,221.0
Donna Purdy,406.0
Donna Quitzon,762.0
Donna Schultz,417.0
Donna Turner,401.0
Donnell Balistreri,530.0
Donnell Balistreri,624.0
Donnell Bartoletti,728.0
Donnell Batz,722.0
Donnell Bernhard,483.0
Donnell Botsford,695.0
Donnell Brakus,-64.0
Donnell Cassin,256.0
Donnell Denesik,980.0
Donnell DuBuque,425.0
Donnell DuBuque,536.0
Donnell Funk,858.0
Donnell Funk,747.0
Donnell Gleason,381.0
Donnell Gutmann,541.0
Donnell Hegmann,804.0
Donnell Hilpert,704.0
Donnell Hilpert,48.0
Donnell Hintz,356.0
Donnell Hoppe,106.0
Donnell Howe,654.0
Donnell Jacobi IV,822.0
Donnell Jacobson,-98.0
Donnell Jerde,104.0
Donnell Kuhlman,-39.0
Donnell Labadie,701.0
Donnell Lakin,719.0
Donnell Lehner,20.0
Donnell Leuschke,546.0
Donnell Lockman,463.0
Donnell Medhurst,707.0
Donnell Medhurst DO,117.0
Donnell Mitchell,867.0
Donnell Murazik,415.0
Donnell Parker,337.0
Donnell Quigley,309.0
Donnell Russel,760.0
Donnell Schuster,582.0
Donnell Simonis,833.0
Donnell Tremblay,115.0
Donnell Turner,94.0
Donnell Vandervort,156.0
Donnetta Bailey,778.0
Donnetta Brown,251.0
Donnetta Fritsch,228.0
Donnetta Leannon,407.0
Donnetta Maggio,56.0
Donnetta Moore II,166.0
Donnetta Rutherford,-60.0
Donnette Abshire,840.0
Donnette Bruen,780.0
Donnette Cartwright MD,222.0
Donnette Emard,488.0
Donnette Hessel,116.0
Donnette Kautzer,330.0
Donnette King,546.0
Donnette Mohr,592.0
Donnette Mueller DDS,-12.0
Donnette Muller,283.0
Donnette Shanahan,750.0
Donnette Upton,206.0
Donnette Veum,727.0
Donnette Wisozk,610.0
Donnie Auer,219.0
Donnie Barrows,387.0
Donnie Barton,100.0
Donnie Bechtelar,75.0
Donnie Bode,-65.0
Donnie Boyer DO,407.0
Donnie Bradtke,319.0
Donnie Brown Esq.,859.0
Donnie Buckridge V,935.0
Donnie Collier,144.0
Donnie Considine Ret.,142.0
Donnie Crist Jr.,539.0
Donnie Emmerich,503.0
Donnie Gerlach Ret.,993.0
Donnie Goldner,-104.0
Donnie Green,108.0
Donnie Gutmann,261.0
Donnie Hahn,117.0
Donnie Harvey,87.0
Donnie Hayes,483.0
Donnie Hessel,37.0
Donnie Hessel,700.0
Donnie Jenkins,416.0
Donnie Jerde Esq.,464.0
Donnie Kautzer,66.0
Donnie Keebler,396.0
Donnie Kertzmann II,219.0
Donnie Kiehn,447.0
Donnie Kihn,757.0
Donnie Kovacek,858.0
Donnie Kovacek LLD,138.0
Donnie Krajcik VM,825.0
Donnie Langworth,263.0
Donnie Lehner,665.0
Donnie Mayert,240.0
Donnie McLaughlin,900.0
Donnie Mertz,754.0
Donnie Mohr,790.0
Donnie Murphy,646.0
Donnie Nader,696.0
Donnie Nienow,61.0
Donnie O'Kon CPA,230.0
Donnie Oberbrunner,-137.0
Donnie Ortiz III,174.0
Donnie Reichert,396.0
Donnie Sanford,671.0
Donnie Sawayn,317.0
Donnie Schowalter Ret.,449.0
Donnie Spencer,53.0
Donnie Stroman,394.0
Donnie Swaniawski,856.0
Donnie Walker,195.0
Donnie Walter,229.0
Donnie Walter,42.0
Donnie Weber,305.0
Donnie Weissnat,816.0
Donnie White CPA,743.0
Donnie Wilderman,860.0
Donnie Wilderman,518.0
Donnie Wilderman,647.0
Donnie Will,558.0
Donnie Windler,358.0
Donnie Yost,486.0
Donny Abernathy,882.0
Donny Beahan,345.0
Donny Crist II,821.0
Donny Feest,-22.0
Donny Gorczany,594.0
Donny Gusikowski MD,213.0
Donny Harber,746.0
Donny Heller,589.0
Donny Herman,584.0
Donny Hilpert,538.0
Donny Hirthe,478.0
Donny Keeling III,-28.0
Donny Krajcik LLD,866.0
Donny Lang,502.0
Donny Leuschke III,38.0
Donny Lind,265.0
Donny Mohr MD,67.0
Donny Nicolas,584.0
Donny Okuneva,433.0
Donny Pouros,448.0
Donny Reichel,751.0
Donny Reynolds,122.0
Donny Robel,801.0
Donny Schultz,370.0
Donny Waters,334.0
Donny Wuckert,663.0
Donovan Altenwerth PhD,165.0
Donovan Bartell,809.0
Donovan Bartoletti,819.0
Donovan Bednar,78.0
Donovan Dare,969.0
Donovan Dietrich,374.0
Donovan Gleichner,246.0
Donovan Graham,352.0
Donovan Gutmann,-71.0
Donovan Haag,416.0
Donovan Harris,34.0
Donovan Heaney,556.0
Donovan Kertzmann,566.0
Donovan Kovacek Sr.,842.0
Donovan Langosh,730.0
Donovan Larkin,883.0
Donovan Larkin,-80.0
Donovan Larkin,731.0
Donovan Larson JD,727.0
Donovan Little,551.0
Donovan Lockman,234.0
Donovan Mertz II,311.0
Donovan Metz,580.0
Donovan Mills,649.0
Donovan Nader,-52.0
Donovan Parker DDS,468.0
Donovan Price,153.0
Donovan Reinger IV,807.0
Donovan Schmitt I,117.0
Donovan Schroeder,256.0
Donovan Stehr MD,1.0
Donovan Stracke,849.0
Donovan Terry VM,546.0
Donte Ankunding PhD,422.0
Donte Armstrong LLD,293.0
Donte Braun,7.0
Donte Bruen,931.0
Donte Bruen,769.0
Donte Cruickshank,243.0
Donte Emard,351.0
Donte Ernser,684.0
Donte Graham,60.0
Donte Grant,598.0
Donte Hane II,190.0
Donte Hane IV,-22.0
Donte Hayes,-28.0
Donte Heaney DC,781.0
Donte Heidenreich CPA,276.0
Donte Hodkiewicz,368.0
Donte Hudson II,863.0
Donte Kertzmann,333.0
Donte Koepp PhD,24.0
Donte Konopelski,-70.0
Donte Kub,-35.0
Donte Labadie,898.0
Donte Lakin,801.0
Donte Lockman,41.0
Donte Lowe,549.0
Donte Lynch,544.0
Donte MacGyver,379.0
Donte Mante,624.0
Donte McGlynn,256.0
Donte McLaughlin V,450.0
Donte Mohr,389.0
Donte Monahan,131.0
Donte Morissette,953.0
Donte Nader,39.0
Donte Ortiz,620.0
Donte Predovic CPA,18.0
Donte Rolfson,790.0
Donte Spencer,747.0
Donte Spencer,936.0
Donte Stark,227.0
Donte Stoltenberg,493.0
Donte Stracke,923.0
Donte Thompson,-64.0
Donte Tillman,525.0
Donte Weimann,-14.0
Donte Willms DC,486.0
Donte Wintheiser,768.0
Donte Yost DO,188.0
Donya Beatty,109.0
Donya Boehm,380.0
Donya Bruen,-9.0
Donya Dicki,76.0
Donya Goyette,779.0
Donya Hamill,678.0
Donya Kozey,193.0
Donya Marquardt,815.0
Donya Parker,476.0
Donya Reilly,265.0
Donya Runolfsson,-116.0
Donya Sporer I,292.0
Donya Swaniawski,127.0
Dora Botsford,257.0
Dora Botsford DO,350.0
Dora Durgan,194.0
Dora Hickle,-12.0
Dora Jacobs,419.0
Dora MacGyver,600.0
Dora Padberg LLD,418.0
Dora Pollich,271.0
Dora Runolfsson,44.0
Dora Shanahan,25.0
Dora Stoltenberg,240.0
Dora Willms,720.0
Dora Wintheiser,922.0
Dora Wisozk,790.0
Dorathy Boyer,528.0
Dorathy Crooks,-94.0
Dorathy Deckow,32.0
Dorathy Hansen,715.0
Dorathy Jacobi,-73.0
Dorathy Kemmer,233.0
Dorathy Osinski,142.0
Dorathy Skiles Sr.,827.0
Dorcas Batz,710.0
Dorcas Fadel,327.0
Dorcas Kihn,518.0
Dorcas Kunze Sr.,753.0
Dorcas Larkin,723.0
Dorcas Muller,449.0
Dorcas Reynolds PhD,722.0
Dorcas Wiegand,599.0
Dorcas Zboncak,812.0
Doreatha Abbott V,49.0
Doreatha Kertzmann,245.0
Doreatha Kub,779.0
Doreatha Leannon CPA,489.0
Doreatha Padberg,553.0
Doreatha Towne I,474.0
Doreatha Upton,-12.0
Doreatha Weber,788.0
Doreatha Wehner,856.0
Doreatha Williamson,782.0
Doreen Abbott,824.0
Doreen Beahan,789.0
Doreen Bergstrom,95.0
Doreen Daniel,351.0
Doreen Ernser,96.0
Doreen Frami,508.0
Doreen Jast,728.0
Doreen McClure,374.0
Doreen Ortiz,420.0
Doreen Roob Ret.,816.0
Doreen Rowe,780.0
Doreen Smith,776.0
Doreen Wilkinson,466.0
Dorene Bahringer,324.0
Dorene Collier,243.0
Dorene Durgan,520.0
Dorene Feeney,469.0
Dorene Greenfelder,229.0
Dorene Greenholt LLD,-39.0
Dorene Kemmer PhD,136.0
Dorene Lang,156.0
Dorene Ledner VM,-4.0
Dorene Mohr CPA,217.0
Dorene Stoltenberg,587.0
Doretha Abshire,29.0
Doretha Beier,417.0
Doretha Denesik,422.0
Doretha Goldner DDS,416.0
Doretha Kunde,575.0
Doretha Lynch,121.0
Doretha Rolfson,794.0
Doretha Stroman,67.0
Doretha Tillman MD,147.0
Doretha Turcotte,260.0
Doretha Windler,758.0
Dorethea Borer,291.0
Dorethea Doyle,435.0
Dorethea Feest III,306.0
Dorethea Hayes,203.0
Dorethea Hills V,828.0
Dorethea Klein,-91.0
Dorethea Krajcik,828.0
Dorethea Murazik,102.0
Dorethea Olson,206.0
Dorethea Tillman,562.0
Dorethea Von,547.0
Doretta Boyle,747.0
Doretta Dicki,407.0
Doretta Donnelly,358.0
Doretta Erdman,239.0
Doretta Fay,724.0
Doretta Gislason,242.0
Doretta Gleason,786.0
Doretta Grant,143.0
Doretta Hickle,430.0
Doretta Kemmer,736.0
Doretta Moen,61.0
Doretta Pouros,676.0
Doretta Rice,626.0
Doretta Roberts MD,796.0
Doretta Rodriguez PhD,-90.0
Doretta Stehr,783.0
Doretta VonRueden,376.0
Doretta Wyman DVM,33.0
Doretta Zboncak DVM,374.0
Dori Cummerata,730.0
Dori Douglas LLD,501.0
Dori Gottlieb,475.0
Dori Hirthe,703.0
Dori Klocko,927.0
Dori Rau,474.0
Dori Sauer,343.0
Dori Schamberger,45.0
Dori Tremblay,624.0
Doria Borer,18.0
Doria Dicki,86.0
Doria Dietrich,524.0
Doria Emard,503.0
Doria Heidenreich,277.0
Doria Jones,756.0
Doria Marks,909.0
Doria McDermott JD,-111.0
Doria Rau,268.0
Doria Roob,370.0
Doria Ryan III,624.0
Doria Sauer,790.0
Doria Schneider,210.0
Doria Tremblay,435.0
Doria Wintheiser,633.0
Dorian Altenwerth,84.0
Dorian Balistreri,403.0
Dorian Batz,640.0
Dorian Bergstrom II,641.0
Dorian Bode,-153.0
Dorian Borer,8.0
Dorian Brekke,466.0
Dorian Buckridge,605.0
Dorian Christiansen,101.0
Dorian Conn,663.0
Dorian Feeney,9.0
Dorian Fisher,-25.0
Dorian Gottlieb,81.0
Dorian Goyette,359.0
Dorian Hauck MD,772.0
Dorian Hermann,517.0
Dorian Hills,661.0
Dorian Hintz,463.0
Dorian Homenick,772.0
Dorian Jacobson,426.0
Dorian Kohler,51.0
Dorian Kuphal,490.0
Dorian Langosh,583.0
Dorian Leannon,519.0
Dorian Lind VM,302.0
Dorian Medhurst,282.0
Dorian Morar,-46.0
Dorian Muller,342.0
Dorian Murazik I,112.0
Dorian Predovic Sr.,714.0
Dorian Rath,523.0
Dorian Schmeler,420.0
Dorian Streich,470.0
Dorian Strosin,154.0
Dorian Ullrich,538.0
Dorian Waelchi,821.0
Dorian Wiegand JD,195.0
Dorian Wintheiser,504.0
Dorian Witting,325.0
Dorie Adams,795.0
Dorie Christiansen,83.0
Dorie Deckow,830.0
Dorie Emard LLD,136.0
Dorie Hammes,817.0
Dorie Heaney,48.0
Dorie Hoeger,96.0
Dorie Littel,64.0
Dorie Murphy IV,815.0
Dorie Stroman,348.0
Dorie Walter,462.0
Dorinda Collins VM,113.0
Dorinda Gleason,811.0
Dorinda Huels,418.0
Dorinda Jerde LLD,-144.0
Dorinda Kertzmann,232.0
Dorinda Kuhlman,158.0
Dorinda Morissette,-60.0
Dorinda Reynolds,431.0
Dorinda Ritchie,698.0
Dorinda Smith,242.0
Dorinda Wisoky,440.0
Dorine Bartell,-30.0
Dorine Collier,360.0
Dorine Collins PhD,44.0
Dorine Dooley,197.0
Dorine Johnston,417.0
Dorine King,804.0
Dorine Koepp,131.0
Dorine Kovacek,-24.0
Dorine Krajcik,129.0
Dorine Leannon,636.0
Dorine Schneider,478.0
Dorine Senger,93.0
Dorine Stehr,53.0
Dorine Towne,453.0
